,age,sex,decile_score,priors_count,race,days_in_jail,c_days_from_compas,is_violent_recid,v_decile_score,is_recid
17223,32,1,3,3,Caucasian,242.0,1.0,0,1,0
17224,39,0,1,0,Other,1.0,1.0,0,1,0
17225,29,1,2,0,African-American,1.0,0.0,0,2,0
17226,46,1,1,4,African-American,8.0,7.0,0,1,0
17227,31,1,8,9,African-American,27.0,1.0,1,8,1
17228,31,1,8,9,African-American,27.0,1.0,1,8,1
17229,24,0,2,0,African-American,2.0,1.0,0,3,0
17230,24,1,2,1,African-American,0.0,13.0,0,4,0
17231,28,1,1,1,African-American,0.0,0.0,1,2,1
17232,34,1,1,3,Caucasian,0.0,1.0,0,1,0
17233,25,0,4,0,African-American,1.0,1.0,0,5,1
17234,29,1,6,1,Caucasian,0.0,2.0,0,3,0
17235,38,1,2,2,African-American,4.0,5.0,0,1,0
17236,24,0,6,0,African-American,1.0,1.0,0,5,0
17237,29,1,6,5,Other,258.0,1.0,0,5,0
17238,28,1,8,3,Hispanic,165.0,1.0,1,8,1
17239,28,1,8,3,Hispanic,165.0,1.0,1,8,1
17240,36,1,2,1,Caucasian,0.0,2.0,0,1,0
17241,48,1,1,1,Hispanic,0.0,3.0,0,1,0
17242,25,1,6,2,African-American,2.0,0.0,1,5,1
17243,25,1,6,2,African-American,2.0,0.0,1,5,1
17244,29,1,1,0,Caucasian,13.0,1.0,0,2,0
17245,26,0,9,1,Caucasian,3.0,1.0,0,7,0
17246,26,0,9,1,Caucasian,3.0,1.0,0,7,0
17247,48,1,3,0,African-American,0.0,1.0,0,2,-1
17248,48,1,3,0,African-American,0.0,1.0,0,2,-1
17249,48,1,3,0,African-American,0.0,1.0,0,2,-1
17250,23,1,9,3,African-American,1.0,1.0,0,9,1
17251,23,1,9,3,African-American,1.0,1.0,0,9,1
17252,23,1,9,3,African-American,1.0,1.0,0,9,1
17253,23,1,9,3,African-American,1.0,1.0,0,9,1
17254,20,1,10,1,Other,35.0,1.0,0,9,1
17255,20,1,10,1,Other,35.0,1.0,0,9,1
17256,30,0,3,1,Caucasian,0.0,1.0,0,3,0
17257,51,0,7,0,African-American,0.0,1.0,0,1,0
17258,32,1,6,4,African-American,1.0,1.0,1,3,1
17259,43,0,9,2,African-American,152.0,1.0,0,4,0
17260,29,1,1,1,Hispanic,2.0,1.0,0,2,0
17261,26,0,3,0,Caucasian,0.0,1.0,0,3,0
17262,45,1,1,3,Hispanic,0.0,82.0,0,1,0
17263,35,1,1,0,Caucasian,0.0,1.0,0,1,1
17264,22,1,3,1,African-American,26.0,20.0,0,5,0
17265,21,1,10,0,African-American,0.0,1.0,0,7,-1
17266,21,1,10,0,African-American,0.0,1.0,0,7,-1
17267,21,1,10,0,African-American,0.0,1.0,0,7,-1
17268,21,1,10,0,African-American,0.0,1.0,0,7,-1
17269,21,1,10,0,African-American,0.0,1.0,0,7,-1
17270,23,1,4,0,African-American,0.0,2.0,0,4,1
17271,23,1,4,0,African-American,0.0,2.0,0,4,1
17272,46,0,1,0,Caucasian,0.0,0.0,0,1,0
17273,41,1,1,0,Caucasian,1.0,1.0,0,1,0
17274,22,1,6,0,Caucasian,0.0,1.0,0,6,1
17275,22,1,6,0,Caucasian,0.0,1.0,0,6,1
17276,22,1,6,0,Caucasian,0.0,1.0,0,6,1
17277,22,1,6,0,Caucasian,0.0,1.0,0,6,1
17278,27,1,7,7,African-American,27.0,1.0,0,9,1
17279,27,1,7,7,African-American,27.0,1.0,0,9,1
17280,27,1,7,7,African-American,27.0,1.0,0,9,1
17281,27,1,7,7,African-American,27.0,1.0,0,9,1
17282,38,0,1,0,Other,1.0,1.0,0,1,0
17283,24,0,6,1,African-American,0.0,261.0,1,5,1
17284,21,1,5,1,African-American,0.0,1.0,0,6,0
17285,27,1,9,10,African-American,1.0,1.0,0,6,1
17286,27,1,9,10,African-American,1.0,1.0,0,6,1
17287,27,1,9,10,African-American,1.0,1.0,0,6,1
17288,27,1,9,10,African-American,1.0,1.0,0,6,1
17289,30,0,2,0,African-American,0.0,1.0,0,2,0
17290,21,1,9,2,Caucasian,1.0,1.0,0,7,0
17291,21,1,9,2,Caucasian,1.0,1.0,0,7,0
17292,22,1,7,1,Caucasian,24.0,1.0,0,6,0
17293,43,0,2,3,African-American,43.0,44.0,0,1,1
17294,43,0,2,3,African-American,43.0,44.0,0,1,1
17295,26,1,6,3,African-American,2.0,1.0,0,5,1
17296,26,1,6,3,African-American,2.0,1.0,0,5,1
17297,26,1,6,3,African-American,2.0,1.0,0,5,1
17298,26,1,6,7,Caucasian,68.0,1.0,0,5,0
17299,26,1,6,7,Caucasian,68.0,1.0,0,5,0
17300,29,1,4,3,Caucasian,1.0,1.0,0,2,1
17301,29,1,4,3,Caucasian,1.0,1.0,0,2,1
17302,29,1,4,3,Caucasian,1.0,1.0,0,2,1
17303,54,0,9,1,African-American,0.0,156.0,0,2,0
17304,54,0,9,1,African-American,0.0,156.0,0,2,0
17305,26,1,10,5,African-American,73.0,1156.0,0,8,0
17306,26,1,10,5,African-American,73.0,1156.0,0,8,0
17307,26,1,10,5,African-American,73.0,1156.0,0,8,0
17308,26,1,10,5,African-American,73.0,1156.0,0,8,0
17309,26,1,10,5,African-American,73.0,1156.0,0,8,0
17310,42,0,10,17,African-American,8.0,8.0,0,7,1
17311,42,0,10,17,African-American,8.0,8.0,0,7,1
17312,42,0,10,17,African-American,8.0,8.0,0,7,1
17313,42,0,10,17,African-American,8.0,8.0,0,7,1
17314,30,1,1,0,African-American,0.0,1.0,0,1,0
17315,58,0,2,0,Other,0.0,1.0,0,1,-1
17316,22,1,8,3,African-American,456.0,1.0,0,9,0
17317,25,0,6,4,Caucasian,1.0,1.0,0,5,0
17318,32,1,4,0,Caucasian,0.0,0.0,0,3,0
17319,34,1,5,1,Caucasian,0.0,1.0,0,4,0
17320,23,1,7,3,Caucasian,1.0,1.0,0,9,0
17321,47,0,1,0,Caucasian,0.0,1.0,0,1,0
17322,55,1,1,2,Caucasian,13.0,1.0,0,1,0
17323,30,0,5,5,Caucasian,160.0,168.0,1,2,1
17324,30,1,3,0,Hispanic,1.0,1.0,0,2,0
17325,33,1,2,1,Caucasian,1.0,61.0,0,1,0
17326,43,1,7,2,African-American,1.0,1.0,0,6,0
17327,45,1,8,38,African-American,121.0,1.0,1,8,1
17328,45,1,8,38,African-American,121.0,1.0,1,8,1
17329,30,1,1,0,Hispanic,1.0,1.0,0,1,0
17330,41,1,2,1,Caucasian,1.0,1.0,0,1,0
17331,41,1,2,1,Caucasian,1.0,1.0,0,1,0
17332,61,0,6,15,Caucasian,0.0,10.0,0,2,0
17333,63,1,9,16,African-American,0.0,910.0,0,5,0
17334,49,1,1,0,Caucasian,0.0,1.0,0,1,0
17335,49,1,1,1,African-American,1.0,1.0,0,1,0
17336,49,1,1,1,African-American,1.0,1.0,0,1,0
17337,49,1,4,0,Native American,0.0,1.0,0,2,-1
17338,42,1,1,1,African-American,0.0,0.0,0,1,0
17339,24,1,7,1,African-American,24.0,1.0,0,5,0
17340,24,1,7,1,African-American,24.0,1.0,0,5,0
17341,51,1,1,0,Caucasian,1.0,1.0,0,1,0
17342,26,0,4,0,Caucasian,2.0,0.0,0,3,0
17343,32,1,5,6,Hispanic,9.0,1.0,1,2,1
17344,32,1,5,6,Hispanic,9.0,1.0,1,2,1
17345,32,1,5,6,Hispanic,9.0,1.0,1,2,1
17346,28,1,4,4,Caucasian,60.0,151.0,1,3,1
17347,49,1,9,1,African-American,236.0,1.0,0,5,0
17348,26,1,3,2,Caucasian,19.0,1.0,0,3,1
17349,28,1,2,2,Caucasian,42.0,1.0,0,2,1
17350,28,1,2,2,Caucasian,42.0,1.0,0,2,1
17351,49,1,1,2,African-American,1.0,1.0,0,1,0
17352,33,0,1,6,African-American,1.0,65.0,0,1,1
17353,33,0,1,6,African-American,1.0,65.0,0,1,1
17354,33,0,1,6,African-American,1.0,65.0,0,1,1
17355,47,1,1,1,Caucasian,43.0,42.0,0,1,0
17356,56,1,2,1,Caucasian,35.0,0.0,0,3,0
17357,53,1,4,8,Caucasian,5.0,1.0,0,3,0
17358,53,1,4,8,Caucasian,5.0,1.0,0,3,0
17359,27,1,2,2,Other,1.0,1.0,1,3,1
17360,27,1,2,2,Other,1.0,1.0,1,3,1
17361,34,1,6,17,Hispanic,39.0,0.0,0,8,1
17362,34,1,6,17,Hispanic,39.0,0.0,0,8,1
17363,41,1,1,3,Caucasian,0.0,1.0,0,1,0
17364,45,1,4,6,African-American,1.0,1.0,0,1,0
17365,52,1,1,0,Caucasian,0.0,1.0,0,1,-1
17366,52,1,1,0,Caucasian,0.0,1.0,0,1,-1
17367,52,1,1,0,Caucasian,0.0,1.0,0,1,-1
17368,47,1,2,2,Caucasian,0.0,494.0,0,1,0
17369,61,1,1,0,Other,0.0,1.0,0,1,-1
17370,21,0,10,0,African-American,77.0,1.0,0,9,0
17371,27,1,4,2,Caucasian,1.0,0.0,1,3,1
17372,27,1,4,2,Caucasian,1.0,0.0,1,3,1
17373,27,1,3,1,Caucasian,68.0,1.0,0,3,0
17374,27,1,3,1,Caucasian,68.0,1.0,0,3,0
17375,27,1,3,1,Caucasian,68.0,1.0,0,3,0
17376,21,1,3,0,African-American,13.0,2.0,0,5,0
17377,31,1,1,0,Caucasian,81.0,1.0,0,1,0
17378,42,1,1,1,Caucasian,0.0,1173.0,0,1,0
17379,25,1,10,12,African-American,0.0,1.0,0,7,0
17380,45,0,1,0,Hispanic,1.0,1.0,0,1,0
17381,30,1,6,8,African-American,0.0,1.0,1,4,1
17382,43,1,1,1,Hispanic,0.0,1.0,0,1,1
17383,43,1,1,1,Hispanic,0.0,1.0,0,1,1
17384,23,1,4,0,African-American,0.0,1.0,0,5,0
17385,23,1,4,0,African-American,0.0,1.0,0,5,0
17386,52,1,1,1,Caucasian,0.0,1.0,0,1,0
17387,52,1,1,1,Caucasian,0.0,1.0,0,1,0
17388,52,1,1,1,Caucasian,0.0,1.0,0,1,0
17389,48,1,4,11,African-American,56.0,1.0,0,4,1
17390,51,0,2,3,African-American,0.0,1.0,0,2,0
17391,30,1,2,1,Caucasian,1.0,4.0,0,2,1
17392,30,1,2,1,Caucasian,1.0,4.0,0,2,1
17393,29,0,4,5,African-American,8.0,9.0,0,5,1
17394,29,0,4,5,African-American,8.0,9.0,0,5,1
17395,29,0,4,5,African-American,8.0,9.0,0,5,1
17396,44,0,1,0,African-American,0.0,0.0,0,1,0
17397,28,0,6,4,Hispanic,1.0,0.0,0,3,0
17398,34,1,6,12,African-American,1.0,1.0,0,2,1
17399,34,1,6,12,African-American,1.0,1.0,0,2,1
17400,34,1,6,12,African-American,1.0,1.0,0,2,1
17401,25,0,4,0,Hispanic,0.0,1.0,0,3,0
17402,28,1,7,5,African-American,2.0,1.0,0,8,1
17403,28,1,7,9,African-American,43.0,1.0,0,5,1
17404,28,1,7,9,African-American,43.0,1.0,0,5,1
17405,28,0,4,1,Other,2.0,1.0,0,2,0
17406,44,1,5,8,African-American,31.0,1.0,0,2,0
17407,37,1,1,0,African-American,1.0,1.0,0,1,0
17408,37,1,1,0,Other,0.0,1.0,1,1,1
17409,34,0,3,0,Caucasian,1.0,3.0,0,1,0
17410,23,1,7,3,African-American,9.0,1.0,1,9,1
17411,23,1,7,3,African-American,9.0,1.0,1,9,1
17412,71,1,1,3,Caucasian,0.0,1.0,0,1,0
17413,71,1,1,3,Caucasian,0.0,1.0,0,1,0
17414,34,1,1,0,Other,1.0,1.0,0,1,0
17415,33,1,2,0,Caucasian,0.0,1.0,0,2,-1
17416,45,1,1,2,Caucasian,0.0,0.0,0,1,0
17417,33,0,7,5,Native American,2.0,1.0,0,4,1
17418,33,0,7,5,Native American,2.0,1.0,0,4,1
17419,33,0,7,5,Native American,2.0,1.0,0,4,1
17420,29,1,1,0,African-American,1.0,0.0,0,2,0
17421,43,1,1,0,Hispanic,0.0,1.0,0,1,-1
17422,52,1,3,23,African-American,204.0,220.0,0,1,1
17423,52,1,3,23,African-American,204.0,220.0,0,1,1
17424,52,1,3,23,African-American,204.0,220.0,0,1,1
17425,40,1,3,1,Caucasian,0.0,1.0,0,1,0
17426,35,1,1,1,Other,1.0,1.0,0,1,0
17427,47,1,6,0,Caucasian,145.0,1.0,0,3,0
17428,31,1,9,0,Caucasian,0.0,289.0,0,4,0
17429,26,1,5,1,Caucasian,7.0,31.0,0,5,0
17430,31,1,1,0,Hispanic,0.0,1.0,0,2,1
17431,30,0,3,4,African-American,312.0,1.0,0,2,0
17432,30,0,3,4,African-American,312.0,1.0,0,2,0
17433,36,1,2,5,Hispanic,0.0,2.0,0,1,0
17434,36,1,2,5,Hispanic,0.0,2.0,0,1,0
17435,36,1,2,5,Hispanic,0.0,2.0,0,1,0
17436,36,1,2,5,Hispanic,0.0,2.0,0,1,0
17437,52,1,7,17,African-American,29.0,0.0,0,1,1
17438,52,1,7,17,African-American,29.0,0.0,0,1,1
17439,35,1,8,3,African-American,3.0,0.0,0,5,0
17440,42,1,1,1,Hispanic,51.0,1.0,1,1,1
17441,21,1,5,0,African-American,3.0,1.0,0,8,0
17442,29,1,1,2,Caucasian,1.0,1.0,0,2,0
17443,34,1,8,0,African-American,1.0,1.0,0,6,0
17444,54,1,1,0,Caucasian,1.0,4.0,0,1,0
17445,58,1,2,12,Caucasian,54.0,216.0,0,1,1
17446,58,1,2,12,Caucasian,54.0,216.0,0,1,1
17447,58,1,2,12,Caucasian,54.0,216.0,0,1,1
17448,58,1,2,12,Caucasian,54.0,216.0,0,1,1
17449,58,1,2,12,Caucasian,54.0,216.0,0,1,1
17450,45,1,3,5,African-American,4.0,1.0,0,1,0
17451,22,0,8,1,Caucasian,0.0,241.0,0,9,0
17452,27,1,2,0,Caucasian,0.0,1.0,0,2,1
17453,27,1,2,0,Caucasian,0.0,1.0,0,2,1
17454,29,1,3,1,Caucasian,0.0,1.0,0,2,0
17455,25,0,6,14,Hispanic,0.0,1.0,0,4,0
17456,62,1,1,0,Other,1.0,1.0,0,1,0
17457,23,0,7,2,African-American,1.0,1.0,0,5,1
17458,26,0,3,0,Caucasian,0.0,1.0,0,3,0
17459,34,1,10,8,African-American,13.0,0.0,0,10,0
17460,34,1,10,8,African-American,13.0,0.0,0,10,0
17461,22,1,4,1,Other,1.0,1.0,0,5,1
17462,22,1,4,1,Other,1.0,1.0,0,5,1
17463,65,0,1,1,Caucasian,1.0,11.0,0,1,0
17464,28,0,9,5,Caucasian,109.0,1.0,0,3,1
17465,28,0,9,5,Caucasian,109.0,1.0,0,3,1
17466,31,1,6,15,African-American,91.0,1.0,0,4,1
17467,31,1,6,15,African-American,91.0,1.0,0,4,1
17468,32,0,4,0,African-American,2.0,1.0,0,3,0
17469,31,1,1,0,Caucasian,0.0,0.0,0,1,0
17470,32,1,6,0,African-American,1.0,1.0,0,6,0
17471,24,1,5,0,Caucasian,0.0,1.0,0,3,-1
17472,21,1,9,0,African-American,5.0,1.0,0,10,0
17473,21,1,9,0,African-American,5.0,1.0,0,10,0
17474,27,1,7,17,African-American,1.0,0.0,1,4,1
17475,33,1,2,1,Caucasian,20.0,1.0,0,5,0
17476,21,1,7,2,African-American,116.0,1.0,0,9,0
17477,21,1,7,2,African-American,116.0,1.0,0,9,0
17478,25,1,7,3,African-American,1.0,1.0,0,6,0
17479,39,1,1,1,Caucasian,0.0,1.0,0,1,0
17480,29,1,9,8,African-American,1.0,1.0,1,6,1
17481,29,1,9,8,African-American,1.0,1.0,1,6,1
17482,29,1,9,8,African-American,1.0,1.0,1,6,1
17483,29,1,9,8,African-American,1.0,1.0,1,6,1
17484,29,1,9,8,African-American,1.0,1.0,1,6,1
17485,27,1,10,15,African-American,48.0,1.0,0,5,1
17486,27,1,10,15,African-American,48.0,1.0,0,5,1
17487,27,1,10,15,African-American,48.0,1.0,0,5,1
17488,27,1,10,15,African-American,48.0,1.0,0,5,1
17489,27,1,10,15,African-American,48.0,1.0,0,5,1
17490,42,0,1,0,Caucasian,1.0,3.0,0,1,0
17491,21,1,9,0,Caucasian,0.0,1.0,0,8,0
17492,38,1,1,0,African-American,0.0,1.0,0,1,0
17493,35,1,1,8,Caucasian,1.0,2.0,0,1,0
17494,44,0,6,11,African-American,2.0,1.0,0,2,0
17495,27,1,5,5,African-American,6.0,1.0,0,3,1
17496,27,1,5,5,African-American,6.0,1.0,0,3,1
17497,36,1,9,2,African-American,46.0,1.0,1,8,1
17498,24,0,4,0,African-American,0.0,1.0,1,3,1
17499,24,0,4,0,African-American,0.0,1.0,1,3,1
17500,24,0,4,0,African-American,0.0,1.0,1,3,1
17501,53,1,2,2,Caucasian,0.0,1829.0,0,1,0
17502,67,0,1,0,Caucasian,0.0,3.0,0,1,0
17503,29,1,2,4,Other,3.0,1.0,1,3,1
17504,27,0,6,2,African-American,9.0,40.0,0,4,0
17505,39,1,4,3,African-American,34.0,0.0,1,3,1
17506,42,1,6,5,Caucasian,0.0,1.0,0,2,0
17507,42,1,6,5,Caucasian,0.0,1.0,0,2,0
17508,37,1,2,0,Other,0.0,1.0,0,1,-1
17509,41,1,1,1,Hispanic,0.0,4.0,0,1,0
17510,29,1,4,4,Hispanic,1.0,1.0,0,2,0
17511,25,0,3,1,African-American,4.0,1.0,0,4,0
17512,40,1,8,8,Caucasian,6.0,28.0,0,9,1
17513,40,1,8,8,Caucasian,6.0,28.0,0,9,1
17514,40,1,8,8,Caucasian,6.0,28.0,0,9,1
17515,37,1,4,4,African-American,1.0,1.0,1,4,1
17516,42,0,8,8,African-American,1.0,0.0,0,6,1
17517,42,0,8,8,African-American,1.0,0.0,0,6,1
17518,53,1,8,1,African-American,364.0,1.0,0,4,0
17519,53,1,8,1,African-American,364.0,1.0,0,4,0
17520,53,1,8,1,African-American,364.0,1.0,0,4,0
17521,27,0,6,12,African-American,0.0,61.0,0,4,1
17522,27,0,6,12,African-American,0.0,61.0,0,4,1
17523,26,1,9,8,African-American,1.0,1.0,0,6,1
17524,26,1,9,8,African-American,1.0,1.0,0,6,1
17525,26,1,9,8,African-American,1.0,1.0,0,6,1
17526,26,1,9,8,African-American,1.0,1.0,0,6,1
17527,27,1,1,0,Caucasian,0.0,1.0,0,2,0
17528,23,1,6,1,African-American,178.0,0.0,0,6,0
17529,32,1,5,8,Caucasian,1.0,313.0,0,4,1
17530,32,1,5,8,Caucasian,1.0,313.0,0,4,1
17531,32,1,5,8,Caucasian,1.0,313.0,0,4,1
17532,31,0,1,1,Caucasian,1.0,1.0,1,1,1
17533,20,1,5,1,Caucasian,2.0,70.0,0,6,1
17534,20,1,5,1,Caucasian,2.0,70.0,0,6,1
17535,20,1,5,1,Caucasian,2.0,70.0,0,6,1
17536,26,1,7,4,Caucasian,2.0,1.0,0,3,1
17537,26,1,7,4,Caucasian,2.0,1.0,0,3,1
17538,51,1,1,2,Caucasian,0.0,0.0,0,1,1
17539,51,1,1,2,Caucasian,0.0,0.0,0,1,1
17540,51,1,1,2,Caucasian,0.0,0.0,0,1,1
17541,67,1,1,0,Caucasian,0.0,1.0,0,1,0
17542,27,1,7,10,African-American,0.0,1.0,0,3,0
17543,26,0,6,1,Caucasian,1.0,1.0,0,5,0
17544,55,1,5,3,African-American,69.0,142.0,0,3,1
17545,55,1,5,3,African-American,69.0,142.0,0,3,1
17546,55,1,5,3,African-American,69.0,142.0,0,3,1
17547,55,1,5,3,African-American,69.0,142.0,0,3,1
17548,55,1,5,3,African-American,69.0,142.0,0,3,1
17549,55,1,5,3,African-American,69.0,142.0,0,3,1
17550,51,1,1,1,Caucasian,0.0,35.0,0,1,0
17551,31,1,3,0,Other,67.0,2.0,0,3,0
17552,28,1,4,0,Caucasian,0.0,1.0,0,5,0
17553,32,1,1,1,African-American,1.0,4.0,0,1,0
17554,51,0,1,0,Caucasian,0.0,1.0,0,1,0
17555,51,0,1,0,Caucasian,0.0,1.0,0,1,0
17556,51,0,1,0,Caucasian,0.0,1.0,0,1,0
17557,28,1,8,13,African-American,1.0,1.0,0,3,1
17558,22,1,7,0,African-American,1.0,1.0,0,6,1
17559,22,1,7,0,African-American,1.0,1.0,0,6,1
17560,22,1,7,0,African-American,1.0,1.0,0,6,1
17561,22,1,7,0,African-American,1.0,1.0,0,6,1
17562,26,1,3,2,African-American,2.0,1.0,0,4,1
17563,26,1,3,2,African-American,2.0,1.0,0,4,1
17564,26,1,3,2,African-American,2.0,1.0,0,4,1
17565,26,1,3,2,African-American,2.0,1.0,0,4,1
17566,27,0,3,1,African-American,2.0,1.0,0,2,0
17567,32,1,4,5,African-American,1.0,1.0,0,4,0
17568,32,1,4,5,African-American,1.0,1.0,0,4,0
17569,32,1,4,5,African-American,1.0,1.0,0,4,0
17570,32,1,4,5,African-American,1.0,1.0,0,4,0
17571,32,1,4,5,African-American,1.0,1.0,0,4,0
17572,32,1,4,5,African-American,1.0,1.0,0,4,0
17573,32,1,4,5,African-American,1.0,1.0,0,4,0
17574,32,1,4,5,African-American,1.0,1.0,0,4,0
17575,36,1,6,11,African-American,36.0,1.0,0,4,1
17576,36,1,6,11,African-American,36.0,1.0,0,4,1
17577,36,1,6,11,African-American,36.0,1.0,0,4,1
17578,27,1,6,4,African-American,1.0,1.0,0,6,0
17579,41,1,1,1,Caucasian,1.0,1.0,1,1,1
17580,24,1,10,12,African-American,17.0,1.0,0,9,0
17581,24,0,6,1,African-American,309.0,0.0,0,4,0
17582,61,1,3,11,African-American,1.0,1.0,0,3,0
17583,33,1,3,0,Caucasian,5.0,1.0,0,2,0
17584,53,1,1,1,Hispanic,39.0,139.0,0,1,0
17585,47,1,7,10,African-American,1.0,1.0,0,4,0
17586,47,1,7,10,African-American,1.0,1.0,0,4,0
17587,29,0,3,3,Caucasian,0.0,0.0,0,2,0
17588,29,0,3,3,Caucasian,0.0,0.0,0,2,0
17589,34,1,4,11,Caucasian,1.0,1.0,0,3,0
17590,31,1,10,27,African-American,22.0,1.0,0,10,0
17591,31,1,10,27,African-American,22.0,1.0,0,10,0
17592,45,1,3,0,Caucasian,1.0,5.0,0,1,0
17593,21,1,10,3,Caucasian,1.0,1.0,0,6,1
17594,21,1,10,3,Caucasian,1.0,1.0,0,6,1
17595,21,1,10,3,Caucasian,1.0,1.0,0,6,1
17596,21,1,10,3,Caucasian,1.0,1.0,0,6,1
17597,21,1,10,3,Caucasian,1.0,1.0,0,6,1
17598,28,1,8,20,African-American,0.0,0.0,0,3,1
17599,28,1,8,20,African-American,0.0,0.0,0,3,1
17600,28,1,8,20,African-American,0.0,0.0,0,3,1
17601,28,1,8,20,African-American,0.0,0.0,0,3,1
17602,28,1,8,20,African-American,0.0,0.0,0,3,1
17603,23,1,6,3,African-American,0.0,415.0,0,9,0
17604,41,1,1,2,Hispanic,2.0,344.0,0,1,0
17605,41,1,1,2,Hispanic,2.0,344.0,0,1,0
17606,31,1,4,6,Caucasian,3.0,1.0,0,3,0
17607,39,0,1,0,Caucasian,0.0,1.0,0,1,0
17608,59,1,2,0,Caucasian,0.0,2.0,0,2,1
17609,32,1,2,0,Hispanic,0.0,1.0,0,2,-1
17610,40,1,4,8,African-American,0.0,1.0,0,5,1
17611,40,1,4,8,African-American,0.0,1.0,0,5,1
17612,22,0,8,1,Caucasian,17.0,1.0,0,7,0
17613,21,1,4,1,African-American,1.0,1.0,0,7,1
17614,21,1,4,1,African-American,1.0,1.0,0,7,1
17615,21,1,4,1,African-American,1.0,1.0,0,7,1
17616,21,1,4,1,African-American,1.0,1.0,0,7,1
17617,24,1,6,1,African-American,210.0,230.0,0,7,1
17618,24,1,6,1,African-American,210.0,230.0,0,7,1
17619,32,1,2,1,African-American,0.0,1.0,0,2,0
17620,25,1,5,2,Caucasian,1.0,25.0,0,5,1
17621,25,1,5,2,Caucasian,1.0,25.0,0,5,1
17622,25,1,5,2,Caucasian,1.0,25.0,0,5,1
17623,25,1,5,2,Caucasian,1.0,25.0,0,5,1
17624,25,1,5,2,Caucasian,1.0,25.0,0,5,1
17625,25,0,5,1,African-American,1.0,1.0,0,6,0
17626,47,1,5,3,African-American,7.0,1.0,0,6,1
17627,29,1,5,5,Other,0.0,1.0,0,5,0
17628,25,1,3,1,Hispanic,3.0,43.0,0,3,0
17629,21,1,5,5,African-American,1.0,1.0,0,6,1
17630,21,1,5,5,African-American,1.0,1.0,0,6,1
17631,29,1,5,1,African-American,3.0,1.0,1,4,1
17632,40,1,5,4,Caucasian,0.0,1.0,0,4,1
17633,40,1,5,4,Caucasian,0.0,1.0,0,4,1
17634,40,1,5,4,Caucasian,0.0,1.0,0,4,1
17635,33,0,1,0,Hispanic,0.0,1.0,0,1,0
17636,31,1,7,0,Caucasian,0.0,1.0,0,7,-1
17637,32,0,2,1,Hispanic,0.0,3.0,0,1,0
17638,39,1,1,0,Caucasian,0.0,1.0,0,1,0
17639,22,1,3,3,Other,2.0,1.0,0,5,0
17640,22,1,3,3,Other,2.0,1.0,0,5,0
17641,30,1,5,6,Caucasian,0.0,1.0,0,8,0
17642,25,1,10,0,African-American,0.0,1.0,0,7,-1
17643,30,0,5,0,African-American,0.0,1.0,0,2,1
17644,38,1,8,25,African-American,87.0,17.0,0,5,0
17645,38,1,8,25,African-American,87.0,17.0,0,5,0
17646,38,1,8,25,African-American,87.0,17.0,0,5,0
17647,36,0,2,3,Caucasian,9.0,159.0,0,1,0
17648,35,1,9,0,African-American,217.0,1.0,0,5,0
17649,51,0,1,0,Hispanic,0.0,1.0,0,1,0
17650,22,0,6,2,Caucasian,0.0,31.0,1,7,1
17651,22,0,6,2,Caucasian,0.0,31.0,1,7,1
17652,42,1,1,0,Caucasian,0.0,1.0,0,1,-1
17653,25,1,9,0,Caucasian,0.0,1.0,0,6,0
17654,21,0,5,0,Caucasian,2.0,1.0,0,6,1
17655,21,0,5,0,Caucasian,2.0,1.0,0,6,1
17656,25,1,2,0,Caucasian,21.0,1.0,0,4,1
17657,25,1,2,0,Caucasian,21.0,1.0,0,4,1
17658,22,1,3,0,Caucasian,0.0,1.0,0,5,-1
17659,20,1,7,1,Caucasian,6.0,9.0,0,9,0
17660,54,1,3,1,Caucasian,100.0,1.0,0,1,1
17661,54,1,3,1,Caucasian,100.0,1.0,0,1,1
17662,54,1,3,1,Caucasian,100.0,1.0,0,1,1
17663,42,0,1,3,Caucasian,3.0,1.0,0,1,0
17664,47,1,6,0,Other,99.0,1.0,0,4,0
17665,27,1,10,5,African-American,37.0,1.0,0,9,1
17666,27,1,10,5,African-American,37.0,1.0,0,9,1
17667,24,1,4,0,Hispanic,1.0,1.0,0,3,0
17668,28,1,5,0,African-American,215.0,1.0,0,3,0
17669,28,1,5,0,African-American,215.0,1.0,0,3,0
17670,45,1,1,4,Caucasian,4.0,2.0,0,1,1
17671,45,1,1,4,Caucasian,4.0,2.0,0,1,1
17672,32,1,3,4,African-American,1.0,0.0,0,4,1
17673,32,1,3,4,African-American,1.0,0.0,0,4,1
17674,22,1,10,0,African-American,1.0,1.0,1,6,1
17675,34,1,1,1,Caucasian,493.0,0.0,0,1,0
17676,34,1,1,1,Caucasian,493.0,0.0,0,1,0
17677,23,1,8,6,Other,84.0,1.0,0,5,1
17678,23,1,8,6,Other,84.0,1.0,0,5,1
17679,23,1,8,6,Other,84.0,1.0,0,5,1
17680,44,0,6,6,African-American,2.0,1.0,0,3,0
17681,59,1,3,20,Other,198.0,1.0,0,1,1
17682,59,1,3,20,Other,198.0,1.0,0,1,1
17683,59,1,3,20,Other,198.0,1.0,0,1,1
17684,28,1,3,0,African-American,0.0,1.0,0,3,1
17685,23,1,4,0,African-American,1.0,1.0,0,6,0
17686,46,1,1,0,Caucasian,0.0,1.0,0,1,0
17687,33,1,4,2,Caucasian,14.0,14.0,0,2,0
17688,30,1,2,1,Other,0.0,1.0,0,2,1
